id,status_group
45393,functional needs repair
67071,non functional
49869,functional
22351,functional
34038,functional needs repair
44723,non functional
60154,functional
1942,functional
10257,functional
12205,functional
55314,non functional
23061,non functional
55893,non functional
48904,non functional
4546,functional needs repair
39558,non functional
49653,non functional
39155,non functional
13072,functional
12106,functional
4207,non functional
24327,functional needs repair
49540,non functional
41080,functional needs repair
6189,non functional
32663,functional needs repair
64314,functional
39791,non functional
57167,non functional
11825,functional needs repair
42656,non functional
54607,functional needs repair
45579,non functional
46932,non functional
22209,non functional
32015,functional
40793,functional
39981,functional
49713,non functional
55534,functional
7783,non functional
55098,non functional
43479,functional needs repair
53743,non functional
23114,functional needs repair
56530,non functional
16656,functional needs repair
54755,functional
45264,non functional
28254,functional
14881,non functional
72509,functional needs repair
30918,functional
22375,non functional
38421,functional
58294,functional needs repair
22382,functional
22123,non functional
65169,functional
54001,non functional
15617,functional needs repair
66813,functional needs repair
49733,non functional
8032,functional
43522,functional
20920,non functional
30176,non functional
40600,functional needs repair
52695,functional
24915,functional
62297,functional
37005,functional
22349,non functional
47685,functional
61162,non functional
9722,non functional
42191,functional needs repair
1591,functional
1749,non functional
5328,functional
21706,non functional
72641,functional needs repair
36576,functional
29593,non functional
29747,non functional
24722,non functional
2589,functional needs repair
12772,non functional
45968,functional
7694,non functional
70721,functional needs repair
54752,functional
15631,functional needs repair
15196,functional needs repair
27491,functional needs repair
58886,functional
11452,non functional
68595,functional needs repair
17010,functional
32389,functional needs repair
70251,functional
61037,functional needs repair
28646,non functional
64279,functional needs repair
23914,functional
17854,functional
15790,non functional
41259,functional
57303,functional
65477,functional needs repair
36115,non functional
5024,non functional
26401,functional needs repair
50503,functional
37724,functional needs repair
62604,functional needs repair
60534,functional needs repair
59230,functional needs repair
70007,non functional
44320,functional
44300,functional needs repair
41079,non functional
36488,non functional
46936,non functional
51117,non functional
21611,non functional
55628,non functional
70627,non functional
56387,functional needs repair
64164,non functional
211,non functional
37448,functional
43859,functional
55991,non functional
67415,functional
4815,non functional
68895,functional
7529,functional
42134,functional
25759,functional needs repair
46155,functional needs repair
46770,non functional
40396,functional
10161,functional
68598,non functional
65668,non functional
20689,non functional
56474,non functional
35602,functional needs repair
21596,non functional
10972,functional
34504,functional
26729,functional
33566,functional
60252,non functional
44621,non functional
7735,non functional
71771,functional needs repair
54855,non functional
53293,non functional
20396,functional needs repair
46415,functional needs repair
26014,non functional
13069,non functional
12438,non functional
29991,functional
55410,functional
57016,non functional
30747,non functional
17037,functional needs repair
66182,non functional
59989,non functional
57515,functional
30252,non functional
68035,functional needs repair
5458,functional needs repair
26151,non functional
59485,non functional
43995,functional needs repair
18700,non functional
60209,functional needs repair
33950,non functional
5031,functional needs repair
69205,non functional
71438,functional
29381,non functional
53476,non functional
59701,functional
25204,non functional
59623,functional needs repair
4256,non functional
71737,non functional
56498,functional needs repair
15268,functional
4932,non functional
68591,functional
30743,functional needs repair
32203,functional needs repair
66855,non functional
56575,non functional
66689,functional
26201,functional
62446,functional
68896,functional
4285,functional
58304,functional
1090,non functional
56425,functional
5448,non functional
58864,non functional
3294,non functional
59793,functional
22124,non functional
29314,non functional
48488,non functional
45616,non functional
61676,functional needs repair
70593,functional
44518,non functional
71455,functional
15000,functional
61442,non functional
15983,functional needs repair
37233,functional
22220,non functional
31231,functional
1795,non functional
34190,non functional
7104,non functional
71818,non functional
13527,functional
20332,non functional
16943,functional needs repair
43641,non functional
42880,functional
47758,functional
62580,functional needs repair
45459,functional
46129,non functional
27706,non functional
70080,non functional
28446,functional
6610,functional
3554,functional needs repair
4691,functional needs repair
19103,functional needs repair
27372,functional
3735,non functional
57310,functional
23690,non functional
16483,functional needs repair
30119,functional needs repair
57721,functional
50631,non functional
71776,functional
40418,functional
8683,non functional
24816,functional needs repair
31418,functional
61889,functional needs repair
54922,functional
66417,functional
41927,non functional
61208,non functional
33786,non functional
66677,non functional
48550,functional
23063,functional
27690,non functional
48021,functional
44126,non functional
13873,functional
49418,non functional
30356,non functional
48082,non functional
72114,functional
7421,functional needs repair
22275,non functional
24609,functional
27332,functional
20951,non functional
33633,functional needs repair
26713,functional
40360,functional
11383,non functional
43349,functional
28954,non functional
36421,non functional
2116,functional
54232,non functional
37376,non functional
24479,functional needs repair
28364,functional needs repair
26169,functional needs repair
6752,functional needs repair
50594,functional
50856,functional needs repair
22568,functional
17831,functional
20238,non functional
59665,functional needs repair
36675,functional
59115,functional
46658,functional needs repair
47812,non functional
60337,non functional
5925,non functional
31724,functional
18356,non functional
1949,functional needs repair
2167,non functional
53020,functional needs repair
24037,non functional
35004,non functional
8176,functional needs repair
62817,functional
44223,non functional
48211,functional
72329,functional
65035,functional
9044,functional
3890,non functional
51633,non functional
54844,functional needs repair
33149,functional
40421,non functional
27362,functional
66893,functional needs repair
31148,functional needs repair
3362,non functional
51273,functional
2769,functional
31711,functional
31865,functional
30803,functional
8755,non functional
48751,functional needs repair
45069,functional
35483,non functional
10863,non functional
46944,functional
17175,non functional
63331,non functional
33245,functional
47058,functional
31091,non functional
21102,functional
15897,functional needs repair
60918,non functional
15964,non functional
63592,functional needs repair
48162,non functional
55336,non functional
23352,non functional
6273,functional
21356,functional needs repair
5093,non functional
13518,non functional
63302,non functional
67702,functional needs repair
42060,functional
34084,functional
39302,functional
43093,non functional
6677,non functional
60475,non functional
58084,non functional
27102,functional
49393,non functional
32029,functional needs repair
2534,functional
29386,functional
72884,functional needs repair
49553,functional
37640,functional
52508,functional
34229,functional
26645,non functional
72591,functional needs repair
19022,functional
6843,functional
58105,non functional
27222,non functional
12353,functional needs repair
13469,non functional
65600,non functional
66340,non functional
20533,non functional
2638,functional
41245,functional
43236,non functional
61688,functional
19508,functional
8407,functional needs repair
71177,functional needs repair
4740,functional needs repair
47394,functional
20283,non functional
13542,non functional
32220,functional needs repair
50079,functional needs repair
7409,non functional
67526,non functional
65825,functional needs repair
65748,non functional
12304,functional
16886,functional needs repair
62540,non functional
38544,functional
36281,functional
54460,non functional
33503,functional needs repair
7085,functional
31584,non functional
57994,functional needs repair
24268,non functional
32295,functional
56790,functional
37155,non functional
9050,non functional
10367,functional needs repair
41842,non functional
43939,non functional
52426,functional needs repair
47664,functional needs repair
20760,functional
10490,non functional
22461,functional needs repair
16069,non functional
47408,non functional
48598,non functional
34799,non functional
43548,functional
63173,functional
9774,non functional
5586,non functional
51441,non functional
29407,non functional
14925,non functional
7545,non functional
59994,non functional
41183,functional
21300,functional needs repair
11250,functional
20863,functional
59895,functional
48954,non functional
73416,functional needs repair
15152,non functional
23013,functional
70529,functional
17961,non functional
2498,non functional
72551,functional needs repair
61577,functional needs repair
911,non functional
41945,non functional
23227,functional needs repair
35464,non functional
40170,functional
25137,non functional
17958,functional needs repair
42310,non functional
24925,non functional
16288,functional
22892,functional
53395,non functional
71225,non functional
66085,non functional
7992,functional needs repair
26488,functional needs repair
29089,non functional
57488,functional
42568,non functional
62342,functional needs repair
6042,functional
55931,functional
50120,functional
14780,non functional
65623,functional needs repair
17926,functional
21498,functional
18899,functional needs repair
25993,functional
72535,functional needs repair
51289,functional
27104,functional
30354,functional needs repair
54408,functional needs repair
25350,functional
36398,functional
67096,non functional
47684,non functional
73219,functional
49739,non functional
110,non functional
40616,functional needs repair
3350,functional needs repair
68614,functional
2016,functional
44757,functional needs repair
48832,functional
5270,functional needs repair
2801,functional needs repair
41269,non functional
19326,functional needs repair
34202,non functional
42911,non functional
22262,functional
15408,functional
50064,functional
60181,functional
69782,functional needs repair
57210,functional
62568,functional
73904,functional needs repair
38504,functional needs repair
16951,non functional
11940,non functional
45124,functional needs repair
41573,non functional
68579,non functional
3805,non functional
62667,functional
36172,functional
53569,non functional
28618,non functional
19459,non functional
3664,functional
19947,functional
31071,functional
55861,non functional
38218,functional needs repair
39255,functional
51942,functional needs repair
50790,functional
17930,non functional
698,functional needs repair
21774,functional
11529,non functional
38015,non functional
53402,non functional
55762,non functional
4298,functional needs repair
31356,non functional
20177,functional
51598,functional needs repair
64420,non functional
26881,functional
63444,functional
38567,non functional
11257,non functional
68124,functional
14944,non functional
50281,functional
48627,functional
470,functional
15407,non functional
45543,non functional
56078,functional needs repair
31388,functional
7246,functional
33908,non functional
13710,functional
16404,functional needs repair
24105,non functional
19610,non functional
4411,non functional
6982,non functional
20296,non functional
24643,functional needs repair
38334,functional needs repair
48315,non functional
50851,functional needs repair
41147,functional needs repair
1514,functional
29844,non functional
25169,functional needs repair
72723,non functional
10136,non functional
59605,functional
56356,functional
53971,functional
68077,functional
27737,functional
37311,non functional
44229,functional
69141,non functional
41340,non functional
12100,non functional
61502,functional
21189,functional
14063,non functional
55070,functional
49559,non functional
33842,functional
4130,non functional
7818,non functional
72361,functional needs repair
64742,functional needs repair
61231,functional needs repair
53261,functional needs repair
58156,functional needs repair
42102,functional needs repair
31210,functional
69881,functional
71904,functional
1215,functional
58848,functional
6857,functional needs repair
65644,non functional
14807,functional
73199,non functional
60173,functional needs repair
53803,functional needs repair
38979,functional needs repair
23825,functional
40376,functional needs repair
6132,non functional
8903,functional
5779,functional needs repair
60441,functional needs repair
46075,non functional
30392,functional
41801,functional
47412,non functional
29654,functional
32394,functional
56666,non functional
69076,non functional
35188,functional needs repair
34273,functional needs repair
13381,functional
36639,functional
37876,functional
34566,non functional
62432,functional needs repair
60288,non functional
16011,functional needs repair
35758,functional
46456,functional
19936,functional needs repair
54818,functional
61822,non functional
37824,non functional
71017,non functional
30698,non functional
66683,functional needs repair
43384,non functional
22428,functional
62652,non functional
10643,functional
51461,functional
25245,non functional
39179,functional needs repair
12703,functional
69265,non functional
30517,functional
27715,functional
1504,functional
41032,functional
39742,functional needs repair
57079,functional
41477,functional needs repair
37456,non functional
48056,functional
63113,functional needs repair
72360,functional
7551,functional
19322,functional
499,non functional
33431,functional
6906,functional
68701,non functional
4871,functional
39458,functional needs repair
57011,functional
64178,functional
15246,non functional
50480,functional
68413,functional
8121,functional
31057,non functional
42490,functional
30664,functional
14394,non functional
4509,functional
26561,non functional
9565,functional
66460,non functional
29764,functional
6138,functional
54470,non functional
10548,non functional
1256,functional
5867,non functional
13930,functional needs repair
46273,functional
69947,non functional
31805,functional
522,non functional
36310,non functional
47096,functional needs repair
11048,non functional
9469,functional
35945,functional
61346,functional
31897,functional
52291,functional
72256,functional
1291,functional needs repair
55682,non functional
20974,functional needs repair
10315,non functional
20699,functional needs repair
12157,functional
25750,functional needs repair
56563,functional
59935,functional needs repair
11608,non functional
37509,functional needs repair
70547,functional needs repair
66064,non functional
64905,functional
16523,functional
30701,functional needs repair
64533,functional
57607,functional
21781,non functional
41554,functional
56419,functional needs repair
16991,functional needs repair
68549,functional
58628,non functional
69701,non functional
31191,functional needs repair
69347,non functional
59209,functional needs repair
67918,functional
8061,non functional
9841,non functional
63310,functional
65350,functional needs repair
7606,functional needs repair
44982,functional needs repair
18683,functional
22239,functional needs repair
13696,functional
63396,functional needs repair
62899,non functional
5394,non functional
10986,functional
59594,non functional
39182,non functional
59577,functional needs repair
67854,non functional
30071,non functional
71403,non functional
17965,non functional
65452,functional needs repair
64723,functional
31752,functional needs repair
8795,non functional
66556,non functional
22598,functional needs repair
18378,non functional
11939,functional needs repair
34346,non functional
66548,functional
61197,non functional
8672,functional
29283,functional
47333,functional
3225,functional needs repair
51152,functional needs repair
61277,functional
45438,functional needs repair
2166,functional needs repair
35456,functional needs repair
56027,functional needs repair
19698,non functional
51033,functional
58323,functional
34236,functional needs repair
37071,non functional
58591,non functional
47868,functional
8112,functional needs repair
44275,non functional
39331,non functional
50046,non functional
44980,non functional
38007,functional
23789,functional
68862,functional needs repair
22079,non functional
54985,functional needs repair
49959,non functional
18380,non functional
60583,functional
33497,non functional
43490,functional
8807,functional
5747,non functional
52709,functional needs repair
43612,non functional
17914,non functional
13399,non functional
67798,functional
22412,functional needs repair
14586,functional needs repair
35573,functional
57894,functional needs repair
46208,functional needs repair
39006,functional needs repair
38238,functional
34634,non functional
57416,functional needs repair
55916,functional
12828,non functional
57643,functional
44684,non functional
33002,functional needs repair
52177,functional
14719,functional
21400,functional
4201,non functional
19517,functional
20607,functional
3932,functional
3481,functional
21181,non functional
14888,non functional
37744,non functional
59540,non functional
35488,non functional
43842,functional needs repair
13433,non functional
63071,non functional
72521,functional
40848,functional
49705,functional
51192,functional
5217,functional needs repair
49051,functional
57482,functional
47095,functional
59635,non functional
15497,non functional
24011,non functional
5577,functional needs repair
39850,functional
64109,functional
64474,non functional
12837,non functional
46738,non functional
30574,non functional
34210,non functional
35436,functional needs repair
26739,functional
7241,non functional
3353,functional needs repair
60625,non functional
21867,non functional
28436,functional needs repair
36486,non functional
13432,functional needs repair
46602,functional
34097,functional
16828,non functional
36742,functional
71633,functional
71052,functional
27476,functional
14966,functional needs repair
8531,functional needs repair
16018,functional
70095,functional
31557,non functional
43472,non functional
50305,functional
25706,non functional
22292,functional
71416,non functional
3190,functional
52905,functional needs repair
27084,functional needs repair
18937,functional
52417,functional
10267,functional
68003,non functional
1329,functional
4936,functional needs repair
20002,non functional
43332,functional
62311,non functional
16242,functional needs repair
5406,functional
33750,non functional
55547,functional needs repair
21572,functional
31085,functional needs repair
376,functional
72694,non functional
52794,non functional
59717,functional
7462,functional needs repair
9964,non functional
8653,non functional
69055,functional needs repair
5487,non functional
51823,non functional
15109,functional
27511,functional needs repair
63525,functional
72240,non functional
53055,functional
73431,functional
15334,functional needs repair
33029,functional
52596,functional
43053,functional
56063,functional
49781,functional needs repair
44482,functional needs repair
3205,non functional
37319,functional
62095,functional
16735,non functional
13161,functional needs repair
30869,non functional
39626,non functional
56344,non functional
13700,functional
9444,non functional
23462,functional
25609,non functional
34135,functional
56778,functional needs repair
22653,functional
41366,functional
54546,functional
43502,functional
43365,functional needs repair
69239,functional needs repair
50209,functional
35435,non functional
60894,non functional
64464,functional
59877,non functional
69755,functional needs repair
36517,non functional
38659,functional
4189,non functional
72364,non functional
64657,non functional
46469,non functional
27963,functional needs repair
6947,non functional
34542,non functional
53997,functional needs repair
62556,functional
5843,functional
21870,functional
43832,functional
40795,non functional
21440,non functional
11039,functional needs repair
43528,functional
239,non functional
26380,non functional
38647,functional needs repair
48412,functional
68511,non functional
12238,functional needs repair
2093,functional needs repair
27339,functional
58736,non functional
14276,functional
26025,functional
38020,non functional
32110,functional needs repair
23427,non functional
45970,functional
25224,functional
53274,functional needs repair
47911,functional
36300,non functional
15658,non functional
23520,functional
65249,functional
56702,functional needs repair
43405,functional
13672,functional needs repair
33163,functional
63981,functional
36722,non functional
67643,functional
10936,functional
4825,non functional
33878,functional
7487,non functional
17229,non functional
6380,non functional
67059,non functional
908,functional
29056,non functional
28164,functional
70997,functional needs repair
50773,functional
71766,non functional
26527,functional needs repair
53553,functional
71812,functional needs repair
8986,functional
59512,functional needs repair
63839,functional needs repair
5222,non functional
34905,non functional
57699,functional needs repair
39865,non functional
32734,non functional
54012,functional
23234,non functional
49788,non functional
59224,functional
18106,non functional
42100,non functional
29180,functional needs repair
54352,functional
38494,functional
54136,non functional
4940,non functional
28323,non functional
61153,functional needs repair
31314,functional
22678,functional needs repair
53107,non functional
54161,functional needs repair
59612,functional
11171,non functional
23677,non functional
22938,non functional
15366,non functional
72580,functional
59020,non functional
46270,non functional
51428,functional
1112,functional
31293,functional needs repair
47926,functional needs repair
27006,functional
59918,functional needs repair
70094,non functional
40972,functional needs repair
7948,non functional
52989,functional needs repair
5982,non functional
24877,functional needs repair
51940,functional needs repair
1341,non functional
43146,non functional
6880,functional needs repair
32765,functional
32627,non functional
70134,non functional
8787,functional needs repair
4066,functional
70433,functional
32868,functional
11624,non functional
15056,non functional
22780,functional needs repair
44660,non functional
1496,non functional
6864,non functional
8770,non functional
9682,functional
73841,non functional
37414,functional
10722,functional
41787,functional
45190,functional needs repair
9604,functional
47715,functional
38934,non functional
6444,non functional
18174,non functional
36756,functional
68543,non functional
11775,functional needs repair
12058,non functional
48714,functional
52679,functional
23704,non functional
48811,non functional
10541,functional
72560,non functional
31915,functional
53960,functional
29446,non functional
26128,non functional
23103,non functional
16615,functional
4272,non functional
28720,functional
68353,functional
73798,non functional
9175,non functional
63050,functional needs repair
27870,functional
36256,non functional
26353,non functional
24430,functional needs repair
62751,non functional
7964,functional
56958,functional needs repair
51602,non functional
15665,non functional
64059,non functional
40087,non functional
64304,non functional
4818,functional needs repair
46095,functional needs repair
6049,non functional
18229,functional
14411,functional
30558,non functional
60796,functional needs repair
50379,functional
37059,functional
2557,functional
5290,non functional
38997,functional needs repair
47392,functional needs repair
44115,functional
9614,non functional
47370,functional
62246,non functional
69833,non functional
10664,functional
66315,functional
17913,non functional
13550,functional
56950,functional needs repair
19300,functional needs repair
13319,functional needs repair
72985,functional needs repair
67104,functional
28893,non functional
26006,functional needs repair
63817,non functional
1111,functional
9615,non functional
16306,non functional
67730,non functional
16675,non functional
69371,functional
58484,functional
28451,non functional
42797,functional needs repair
1178,non functional
24421,functional needs repair
29014,functional
12359,functional needs repair
18971,non functional
44017,functional
15187,functional needs repair
10338,functional
58504,non functional
38726,functional needs repair
62744,functional needs repair
67296,non functional
55558,functional needs repair
36126,non functional
69422,non functional
54150,non functional
27187,non functional
73170,functional
4394,non functional
39962,non functional
71858,functional
60606,non functional
30365,functional needs repair
73121,functional needs repair
54644,non functional
26638,functional
36329,non functional
34345,non functional
2318,non functional
71715,functional needs repair
73103,non functional
2185,non functional
46575,functional
20042,non functional
61107,functional
65645,functional
18053,non functional
56921,non functional
6111,non functional
17409,non functional
33077,functional
2519,functional needs repair
13495,functional needs repair
32596,non functional
27621,functional
60094,functional needs repair
56362,non functional
34672,non functional
34476,functional needs repair
50728,functional needs repair
14821,functional
52174,functional
7291,functional needs repair
73044,functional
14159,non functional
19526,functional needs repair
11163,non functional
41706,functional needs repair
14363,non functional
19333,functional needs repair
1677,functional needs repair
40762,functional
38982,non functional
7718,functional
72846,functional needs repair
50181,functional
7514,functional needs repair
50117,non functional
20636,non functional
44462,functional needs repair
68800,functional
57173,non functional
62350,non functional
70546,functional
6529,functional needs repair
21442,non functional
1257,non functional
40064,functional
7899,non functional
62371,non functional
45488,functional
46077,functional needs repair
49472,non functional
41199,functional
8261,non functional
72051,non functional
11563,functional needs repair
53759,functional
73457,non functional
51295,functional
43493,functional needs repair
66826,functional needs repair
44407,non functional
28047,functional needs repair
50342,functional
55775,non functional
6789,non functional
6473,functional needs repair
55749,functional
54895,non functional
25079,functional
3737,non functional
19823,functional
36578,functional
66180,non functional
17114,functional
10824,functional
32974,functional
47691,non functional
26392,non functional
14786,functional needs repair
34188,non functional
13881,functional needs repair
43786,non functional
67567,non functional
46747,functional
58369,functional
58889,functional needs repair
48708,functional
33600,functional
63862,functional
43283,non functional
27564,non functional
58996,functional needs repair
52645,non functional
64953,non functional
4202,functional
22617,functional needs repair
6524,non functional
62232,functional needs repair
62473,non functional
974,non functional
33165,functional
1081,non functional
32171,non functional
14598,non functional
35549,functional needs repair
19917,functional
66923,functional
50436,non functional
64269,non functional
32771,non functional
58426,functional needs repair
35167,functional needs repair
7516,functional needs repair
70862,non functional
11026,non functional
31267,functional needs repair
16714,non functional
13517,functional
5099,non functional
47778,non functional
33669,functional needs repair
1332,functional
25957,non functional
33614,non functional
72272,functional
4838,functional
48775,non functional
44814,functional needs repair
25167,functional
32134,functional
23862,functional
72628,functional needs repair
14414,functional needs repair
46094,functional needs repair
33859,non functional
48077,functional
31870,functional
14333,functional
59575,functional
54673,functional needs repair
11755,functional needs repair
24848,functional
64596,non functional
70391,non functional
13968,non functional
41052,non functional
22845,functional needs repair
71270,functional needs repair
65990,non functional
8307,non functional
47536,functional
13974,functional needs repair
41198,functional
50254,non functional
50107,non functional
42235,functional needs repair
47315,functional
13665,functional
33111,functional
66637,non functional
74249,non functional
21903,non functional
44286,functional
61791,functional
24456,functional needs repair
67489,non functional
51436,non functional
62603,non functional
69908,non functional
20761,non functional
12733,functional needs repair
7719,non functional
62328,non functional
53940,functional
61786,functional needs repair
39842,functional
12818,functional
6536,non functional
21758,non functional
73247,non functional
986,non functional
70758,functional
26371,non functional
56332,functional needs repair
66993,non functional
40891,functional
28079,functional
39634,non functional
42038,non functional
37240,non functional
40039,functional
24845,non functional
50096,functional
67125,functional needs repair
30785,functional
32091,functional
20465,functional needs repair
45410,non functional
50931,functional needs repair
22633,functional
20435,non functional
50296,non functional
54252,non functional
62491,functional
52673,functional
2910,functional needs repair
7802,functional
68242,functional
23834,functional
39627,functional
8242,functional
62539,functional needs repair
73653,non functional
14020,functional needs repair
8593,functional needs repair
7390,functional needs repair
22474,functional needs repair
50393,non functional
39703,functional needs repair
4438,functional needs repair
17609,functional needs repair
45128,functional needs repair
14087,functional needs repair
39474,non functional
62229,non functional
44087,non functional
286,functional
2164,functional needs repair
69459,functional needs repair
41502,functional needs repair
46524,non functional
19325,functional
37734,functional needs repair
30379,functional needs repair
32677,functional needs repair
31657,non functional
33367,functional
35200,functional
29344,functional needs repair
8439,non functional
6882,functional
42207,functional
34461,functional
30523,non functional
72810,functional needs repair
18799,non functional
67318,functional needs repair
11056,functional needs repair
37231,functional
39073,functional needs repair
33085,functional
25982,functional
17002,functional
35301,functional
70473,non functional
38110,functional needs repair
71769,functional
5267,functional
58173,functional needs repair
13385,functional needs repair
12010,functional needs repair
41938,functional
54865,functional
63415,functional needs repair
69054,non functional
46783,functional needs repair
46862,non functional
64826,non functional
59631,functional needs repair
49729,functional
60151,functional
60623,non functional
51727,functional needs repair
55659,non functional
48763,functional needs repair
49589,functional needs repair
71439,non functional
34268,functional
31396,non functional
63875,non functional
38514,functional
38648,non functional
36619,functional
42178,functional
8051,non functional
64033,non functional
72127,functional needs repair
14191,functional needs repair
36627,functional
67594,functional needs repair
66552,non functional
70176,functional needs repair
28737,non functional
3066,functional needs repair
10261,non functional
51787,non functional
6270,functional
37622,non functional
39054,non functional
28677,functional
7581,functional
59323,functional
46284,non functional
54745,functional needs repair
71266,non functional
3483,non functional
12242,functional
15831,non functional
16239,non functional
17052,functional
61988,non functional
61636,functional
51255,non functional
49512,functional
20756,functional needs repair
70768,functional needs repair
30311,functional
28248,functional
43017,non functional
13354,functional
38256,functional
26485,functional
898,functional needs repair
65448,non functional
4944,functional needs repair
16145,functional needs repair
18307,functional needs repair
58292,functional
57186,functional
64776,functional needs repair
35026,functional
18362,functional needs repair
17334,functional
31631,functional needs repair
33695,functional needs repair
67304,functional
72293,functional
68064,non functional
42093,functional
2195,non functional
18441,non functional
21188,functional needs repair
67228,non functional
58228,functional needs repair
14791,non functional
6393,non functional
44053,non functional
30939,functional needs repair
45825,functional needs repair
8335,functional
9879,non functional
30300,functional
22790,functional
18402,non functional
16545,functional needs repair
10738,functional
52053,non functional
2929,functional needs repair
64731,functional
26920,non functional
69277,functional needs repair
10892,functional needs repair
58451,non functional
11398,functional needs repair
14890,functional needs repair
47652,functional
23728,functional
21114,functional
5647,functional
14,functional needs repair
11193,functional
40249,functional needs repair
38351,functional
9316,functional
60929,functional needs repair
8149,functional needs repair
43121,non functional
28726,non functional
65299,non functional
52819,functional needs repair
58190,functional
29780,non functional
54768,functional
48105,non functional
68955,non functional
60901,functional
13134,functional needs repair
13437,functional needs repair
4627,non functional
14843,functional
32493,functional
41206,non functional
22111,functional
49124,non functional
63355,non functional
40608,non functional
52188,functional needs repair
2286,functional
28381,non functional
46426,functional
7643,functional
29385,functional
5092,functional
49990,non functional
21923,functional
24705,non functional
17190,non functional
69070,functional
55785,non functional
11241,functional
72721,non functional
5453,functional
72919,functional
16165,non functional
14021,functional
66787,non functional
28941,functional
45127,non functional
29204,non functional
40049,functional needs repair
5604,functional
45864,non functional
66649,functional
53490,functional needs repair
40759,functional
49462,non functional
56164,functional
60538,non functional
54403,functional
60683,functional
15314,functional
61870,functional
11937,non functional
4195,non functional
30705,functional
4216,functional needs repair
3858,functional
46111,functional needs repair
39409,functional needs repair
12892,functional
70642,functional needs repair
945,non functional
71295,non functional
72251,non functional
2925,functional needs repair
65804,non functional
26909,non functional
53362,non functional
15485,non functional
34358,functional needs repair
29170,non functional
34990,functional
69658,functional needs repair
14625,non functional
8207,functional
30245,functional
66270,functional
40842,functional needs repair
24668,functional
52433,non functional
57176,functional needs repair
8514,functional needs repair
39849,functional
13877,functional
36801,non functional
68050,functional
12900,non functional
14730,non functional
45007,functional needs repair
56695,non functional
4152,functional
59840,functional
1939,non functional
30955,functional
61685,non functional
48635,functional
14552,non functional
72830,functional
21074,non functional
25444,functional
6462,functional
29267,functional needs repair
10088,non functional
73650,functional needs repair
59502,non functional
34668,functional
4334,functional
49129,functional needs repair
35547,non functional
38994,functional
44561,non functional
32207,functional needs repair
62858,non functional
65211,non functional
70633,non functional
38636,non functional
8610,functional needs repair
48220,functional
20658,functional
44565,functional needs repair
38818,functional
24552,non functional
55617,functional needs repair
18813,non functional
3887,functional
7652,functional needs repair
63803,functional needs repair
31515,non functional
30285,functional needs repair
25988,functional
29309,functional
55313,functional
59827,non functional
8048,functional
12599,non functional
59715,functional
612,non functional
17971,functional
8577,functional needs repair
43702,functional needs repair
29284,non functional
37817,functional needs repair
39263,functional
39615,functional
61689,non functional
59162,non functional
29733,functional
32753,functional
30591,functional
49548,functional needs repair
21527,functional needs repair
67483,functional needs repair
46042,non functional
1768,non functional
39709,non functional
22669,functional
57,non functional
5762,non functional
47582,functional
2862,functional
47170,functional needs repair
43406,functional
33756,functional
8463,non functional
7951,functional needs repair
42415,functional needs repair
27202,functional
58719,non functional
26223,non functional
59975,functional needs repair
28279,non functional
57792,functional
40749,non functional
38160,functional
47234,functional
73602,functional
49254,functional needs repair
70767,functional
71701,functional
26102,functional
51929,non functional
25360,functional
66007,non functional
72654,non functional
65157,non functional
20728,functional needs repair
13267,functional needs repair
74200,non functional
59716,non functional
34970,functional
6895,non functional
56478,functional needs repair
60043,functional
6222,functional
60691,non functional
19270,functional needs repair
42962,non functional
21802,functional needs repair
50828,functional needs repair
64804,non functional
40963,functional
40147,non functional
13147,functional
7845,non functional
52978,non functional
3003,functional needs repair
54586,functional
59047,non functional
38414,non functional
22391,non functional
25558,functional
3803,non functional
48046,functional needs repair
36401,functional needs repair
58067,functional needs repair
57977,functional
6300,non functional
49887,non functional
55477,functional
467,non functional
62856,functional needs repair
16904,non functional
34787,non functional
51016,non functional
10843,functional
72313,functional
18563,functional
42381,functional
50789,non functional
47414,non functional
54491,functional
44236,functional
12944,functional needs repair
48838,non functional
43970,functional needs repair
67142,functional needs repair
56464,functional
36720,non functional
11070,non functional
69602,non functional
56711,functional needs repair
14163,functional needs repair
7544,non functional
26724,non functional
72299,functional needs repair
59216,functional needs repair
23756,functional needs repair
74231,non functional
5232,functional needs repair
22134,functional needs repair
16005,functional needs repair
12699,non functional
99,non functional
52210,functional
71459,non functional
42380,functional needs repair
61620,non functional
41726,functional
19149,functional needs repair
37143,functional needs repair
7923,functional needs repair
28857,functional
26399,non functional
65959,non functional
57306,functional needs repair
67765,functional
27941,functional needs repair
35289,functional
18215,non functional
26253,functional
54529,functional
31697,functional needs repair
8104,functional needs repair
2807,functional needs repair
29453,functional
577,non functional
68031,functional needs repair
27825,non functional
64576,functional
58288,functional needs repair
27431,functional needs repair
61285,functional
46185,functional
58575,functional
69077,functional
32105,functional needs repair
46471,non functional
54695,non functional
31802,functional
71458,functional needs repair
54972,functional needs repair
40108,functional
50935,non functional
32323,functional
16270,non functional
21122,functional
54245,functional needs repair
44043,functional
608,functional needs repair
1283,non functional
25483,functional needs repair
57055,functional
57004,non functional
62307,functional needs repair
50142,functional
22594,functional
42991,non functional
44179,functional
15655,functional
39337,non functional
3217,non functional
26509,functional needs repair
58943,functional
19539,non functional
64076,functional
64488,non functional
568,non functional
57564,functional
62155,non functional
65321,functional
12001,non functional
31702,non functional
